,weight_2018,pitax_2018,total_gross_income_2018,weight_2019,pitax_2019,total_gross_income_2019,weight_2020,pitax_2020,total_gross_income_2020,weight_2021,pitax_2021,total_gross_income_2021,weight_2022,pitax_2022,total_gross_income_2022,weight_ref_2022,pitax_ref_2022,total_gross_income_ref_2022,weight_ref_2023,pitax_ref_2023,total_gross_income_ref_2023,weight_ref_2024,pitax_ref_2024,total_gross_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_gross_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_gross_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_gross_income_ref_2027,ETR,ETR_ref
30,"7,770.0000",58.0000,"1,301.0000","7,770.0000",67.0000,"1,422.0000","7,770.0000",66.0000,"1,416.0000","7,770.0000",76.0000,"1,563.0000","7,770.0000",81.0000,"1,642.0000","7,770.0000",81.0000,"1,642.0000","7,770.0000",88.0000,"1,764.0000","7,770.0000",92.0000,"1,840.0000","7,770.0000",98.0000,"1,954.0000","7,770.0000",104.0000,"2,068.0000","7,770.0000",111.0000,"2,196.0000",0.0493,0.0493
31,"7,770.0000",64.0000,"1,377.0000","7,770.0000",73.0000,"1,506.0000","7,770.0000",73.0000,"1,499.0000","7,770.0000",83.0000,"1,654.0000","7,770.0000",88.0000,"1,739.0000","7,770.0000",88.0000,"1,739.0000","7,770.0000",95.0000,"1,867.0000","7,770.0000",99.0000,"1,948.0000","7,770.0000",106.0000,"2,069.0000","7,770.0000",112.0000,"2,189.0000","7,770.0000",119.0000,"2,325.0000",0.0506,0.0506
32,"7,770.0000",65.0000,"1,450.0000","7,770.0000",74.0000,"1,586.0000","7,770.0000",74.0000,"1,579.0000","7,770.0000",83.0000,"1,742.0000","7,770.0000",88.0000,"1,831.0000","7,770.0000",88.0000,"1,831.0000","7,770.0000",95.0000,"1,967.0000","7,770.0000",99.0000,"2,051.0000","7,770.0000",105.0000,"2,178.0000","7,770.0000",111.0000,"2,306.0000","7,770.0000",119.0000,"2,449.0000",0.0481,0.0481
33,"7,770.0000",69.0000,"1,521.0000","7,770.0000",78.0000,"1,663.0000","7,770.0000",78.0000,"1,656.0000","7,770.0000",87.0000,"1,827.0000","7,770.0000",91.0000,"1,921.0000","7,770.0000",91.0000,"1,921.0000","7,770.0000",98.0000,"2,063.0000","7,770.0000",103.0000,"2,152.0000","7,770.0000",109.0000,"2,285.0000","7,770.0000",116.0000,"2,418.0000","7,770.0000",123.0000,"2,568.0000",0.0474,0.0474
34,"7,770.0000",62.0000,"1,585.0000","7,770.0000",69.0000,"1,733.0000","7,770.0000",69.0000,"1,725.0000","7,770.0000",76.0000,"1,904.0000","7,770.0000",80.0000,"2,001.0000","7,770.0000",80.0000,"2,001.0000","7,770.0000",86.0000,"2,149.0000","7,770.0000",90.0000,"2,242.0000","7,770.0000",96.0000,"2,381.0000","7,770.0000",102.0000,"2,519.0000","7,770.0000",108.0000,"2,676.0000",0.0400,0.0400
35,"7,770.0000",54.0000,"1,615.0000","7,770.0000",59.0000,"1,765.0000","7,770.0000",59.0000,"1,758.0000","7,770.0000",65.0000,"1,940.0000","7,770.0000",69.0000,"2,039.0000","7,770.0000",69.0000,"2,039.0000","7,770.0000",74.0000,"2,190.0000","7,770.0000",77.0000,"2,284.0000","7,770.0000",82.0000,"2,425.0000","7,770.0000",87.0000,"2,567.0000","7,770.0000",92.0000,"2,726.0000",0.0338,0.0338
36,"7,770.0000",62.0000,"1,647.0000","7,770.0000",69.0000,"1,800.0000","7,770.0000",68.0000,"1,792.0000","7,770.0000",76.0000,"1,978.0000","7,770.0000",80.0000,"2,079.0000","7,770.0000",80.0000,"2,079.0000","7,770.0000",86.0000,"2,233.0000","7,770.0000",89.0000,"2,329.0000","7,770.0000",95.0000,"2,473.0000","7,770.0000",100.0000,"2,618.0000","7,770.0000",107.0000,"2,780.0000",0.0385,0.0385
37,"7,770.0000",59.0000,"1,678.0000","7,770.0000",65.0000,"1,834.0000","7,770.0000",65.0000,"1,826.0000","7,770.0000",72.0000,"2,015.0000","7,770.0000",75.0000,"2,118.0000","7,770.0000",75.0000,"2,118.0000","7,770.0000",81.0000,"2,275.0000","7,770.0000",84.0000,"2,373.0000","7,770.0000",90.0000,"2,520.0000","7,770.0000",95.0000,"2,667.0000","7,770.0000",101.0000,"2,832.0000",0.0354,0.0354
38,"7,770.0000",56.0000,"1,690.0000","7,770.0000",61.0000,"1,848.0000","7,770.0000",60.0000,"1,840.0000","7,770.0000",67.0000,"2,030.0000","7,770.0000",70.0000,"2,134.0000","7,770.0000",70.0000,"2,134.0000","7,770.0000",75.0000,"2,292.0000","7,770.0000",79.0000,"2,391.0000","7,770.0000",83.0000,"2,539.0000","7,770.0000",88.0000,"2,687.0000","7,770.0000",94.0000,"2,854.0000",0.0328,0.0328
39,"7,770.0000",57.0000,"1,695.0000","7,770.0000",62.0000,"1,853.0000","7,770.0000",62.0000,"1,845.0000","7,770.0000",68.0000,"2,036.0000","7,770.0000",72.0000,"2,139.0000","7,770.0000",72.0000,"2,139.0000","7,770.0000",77.0000,"2,298.0000","7,770.0000",80.0000,"2,397.0000","7,770.0000",85.0000,"2,545.0000","7,770.0000",90.0000,"2,694.0000","7,770.0000",96.0000,"2,861.0000",0.0337,0.0337
40,"7,770.0000",59.0000,"1,707.0000","7,770.0000",65.0000,"1,866.0000","7,770.0000",65.0000,"1,858.0000","7,770.0000",71.0000,"2,050.0000","7,770.0000",75.0000,"2,155.0000","7,770.0000",75.0000,"2,155.0000","7,770.0000",81.0000,"2,315.0000","7,770.0000",84.0000,"2,414.0000","7,770.0000",89.0000,"2,564.0000","7,770.0000",94.0000,"2,714.0000","7,770.0000",100.0000,"2,882.0000",0.0348,0.0348
41,"7,770.0000",63.0000,"1,725.0000","7,770.0000",69.0000,"1,886.0000","7,770.0000",69.0000,"1,878.0000","7,770.0000",76.0000,"2,072.0000","7,770.0000",80.0000,"2,178.0000","7,770.0000",80.0000,"2,178.0000","7,770.0000",86.0000,"2,339.0000","7,770.0000",90.0000,"2,440.0000","7,770.0000",95.0000,"2,591.0000","7,770.0000",101.0000,"2,742.0000","7,770.0000",107.0000,"2,912.0000",0.0367,0.0367
42,"7,770.0000",65.0000,"1,746.0000","7,770.0000",71.0000,"1,909.0000","7,770.0000",71.0000,"1,901.0000","7,770.0000",78.0000,"2,098.0000","7,770.0000",82.0000,"2,205.0000","7,770.0000",82.0000,"2,205.0000","7,770.0000",88.0000,"2,368.0000","7,770.0000",92.0000,"2,470.0000","7,770.0000",98.0000,"2,623.0000","7,770.0000",104.0000,"2,776.0000","7,770.0000",110.0000,"2,948.0000",0.0372,0.0372
43,"7,770.0000",66.0000,"1,769.0000","7,770.0000",72.0000,"1,934.0000","7,770.0000",72.0000,"1,925.0000","7,770.0000",80.0000,"2,125.0000","7,770.0000",84.0000,"2,233.0000","7,770.0000",84.0000,"2,233.0000","7,770.0000",90.0000,"2,398.0000","7,770.0000",94.0000,"2,502.0000","7,770.0000",100.0000,"2,657.0000","7,770.0000",105.0000,"2,812.0000","7,770.0000",112.0000,"2,986.0000",0.0376,0.0376
44,"7,770.0000",70.0000,"1,793.0000","7,770.0000",76.0000,"1,960.0000","7,770.0000",76.0000,"1,951.0000","7,770.0000",84.0000,"2,153.0000","7,770.0000",88.0000,"2,263.0000","7,770.0000",88.0000,"2,263.0000","7,770.0000",95.0000,"2,431.0000","7,770.0000",99.0000,"2,536.0000","7,770.0000",105.0000,"2,693.0000","7,770.0000",111.0000,"2,850.0000","7,770.0000",118.0000,"3,027.0000",0.0389,0.0389
45,"7,770.0000",70.0000,"1,820.0000","7,770.0000",76.0000,"1,989.0000","7,770.0000",76.0000,"1,981.0000","7,770.0000",84.0000,"2,186.0000","7,770.0000",88.0000,"2,297.0000","7,770.0000",88.0000,"2,297.0000","7,770.0000",95.0000,"2,467.0000","7,770.0000",99.0000,"2,574.0000","7,770.0000",105.0000,"2,733.0000","7,770.0000",111.0000,"2,893.0000","7,770.0000",118.0000,"3,072.0000",0.0383,0.0383
46,"7,770.0000",73.0000,"1,846.0000","7,770.0000",80.0000,"2,018.0000","7,770.0000",80.0000,"2,010.0000","7,770.0000",88.0000,"2,218.0000","7,770.0000",92.0000,"2,331.0000","7,770.0000",92.0000,"2,331.0000","7,770.0000",99.0000,"2,503.0000","7,770.0000",104.0000,"2,611.0000","7,770.0000",110.0000,"2,773.0000","7,770.0000",117.0000,"2,935.0000","7,770.0000",124.0000,"3,117.0000",0.0395,0.0395
47,"7,770.0000",76.0000,"1,877.0000","7,770.0000",84.0000,"2,052.0000","7,770.0000",83.0000,"2,043.0000","7,770.0000",92.0000,"2,254.0000","7,770.0000",97.0000,"2,369.0000","7,770.0000",97.0000,"2,369.0000","7,770.0000",104.0000,"2,545.0000","7,770.0000",109.0000,"2,655.0000","7,770.0000",115.0000,"2,819.0000","7,770.0000",122.0000,"2,984.0000","7,770.0000",130.0000,"3,169.0000",0.0409,0.0409
48,"7,770.0000",77.0000,"1,909.0000","7,770.0000",84.0000,"2,088.0000","7,770.0000",84.0000,"2,079.0000","7,770.0000",92.0000,"2,294.0000","7,770.0000",97.0000,"2,411.0000","7,770.0000",97.0000,"2,411.0000","7,770.0000",104.0000,"2,589.0000","7,770.0000",109.0000,"2,701.0000","7,770.0000",116.0000,"2,868.0000","7,770.0000",123.0000,"3,036.0000","7,770.0000",130.0000,"3,224.0000",0.0402,0.0402
49,"7,770.0000",80.0000,"1,944.0000","7,770.0000",88.0000,"2,125.0000","7,770.0000",87.0000,"2,116.0000","7,770.0000",96.0000,"2,335.0000","7,770.0000",101.0000,"2,454.0000","7,770.0000",101.0000,"2,454.0000","7,770.0000",109.0000,"2,635.0000","7,770.0000",114.0000,"2,749.0000","7,770.0000",121.0000,"2,919.0000","7,770.0000",128.0000,"3,090.0000","7,770.0000",136.0000,"3,281.0000",0.0412,0.0412
50,"7,770.0000",85.0000,"1,979.0000","7,770.0000",93.0000,"2,163.0000","7,770.0000",92.0000,"2,154.0000","7,770.0000",102.0000,"2,377.0000","7,770.0000",107.0000,"2,498.0000","7,770.0000",107.0000,"2,498.0000","7,770.0000",115.0000,"2,683.0000","7,770.0000",120.0000,"2,798.0000","7,770.0000",128.0000,"2,972.0000","7,770.0000",135.0000,"3,145.0000","7,770.0000",143.0000,"3,340.0000",0.0428,0.0428
51,"7,770.0000",89.0000,"2,016.0000","7,770.0000",98.0000,"2,204.0000","7,770.0000",97.0000,"2,194.0000","7,770.0000",107.0000,"2,421.0000","7,770.0000",113.0000,"2,545.0000","7,770.0000",113.0000,"2,545.0000","7,770.0000",121.0000,"2,733.0000","7,770.0000",127.0000,"2,851.0000","7,770.0000",135.0000,"3,028.0000","7,770.0000",142.0000,"3,204.0000","7,770.0000",151.0000,"3,403.0000",0.0444,0.0444
52,"7,770.0000",88.0000,"2,055.0000","7,770.0000",97.0000,"2,246.0000","7,770.0000",96.0000,"2,237.0000","7,770.0000",107.0000,"2,468.0000","7,770.0000",112.0000,"2,594.0000","7,770.0000",112.0000,"2,594.0000","7,770.0000",120.0000,"2,786.0000","7,770.0000",126.0000,"2,906.0000","7,770.0000",133.0000,"3,086.0000","7,770.0000",141.0000,"3,266.0000","7,770.0000",150.0000,"3,469.0000",0.0432,0.0432
53,"7,770.0000",88.0000,"2,095.0000","7,770.0000",96.0000,"2,290.0000","7,770.0000",95.0000,"2,280.0000","7,770.0000",105.0000,"2,516.0000","7,770.0000",111.0000,"2,644.0000","7,770.0000",111.0000,"2,644.0000","7,770.0000",119.0000,"2,840.0000","7,770.0000",124.0000,"2,963.0000","7,770.0000",132.0000,"3,146.0000","7,770.0000",140.0000,"3,330.0000","7,770.0000",148.0000,"3,536.0000",0.0420,0.0420
54,"7,770.0000",92.0000,"2,126.0000","7,770.0000",101.0000,"2,324.0000","7,770.0000",101.0000,"2,314.0000","7,770.0000",111.0000,"2,554.0000","7,770.0000",117.0000,"2,684.0000","7,770.0000",117.0000,"2,684.0000","7,770.0000",125.0000,"2,883.0000","7,770.0000",131.0000,"3,007.0000","7,770.0000",139.0000,"3,194.0000","7,770.0000",147.0000,"3,380.0000","7,770.0000",156.0000,"3,589.0000",0.0436,0.0436
55,"7,770.0000",97.0000,"2,167.0000","7,770.0000",107.0000,"2,369.0000","7,770.0000",106.0000,"2,359.0000","7,770.0000",117.0000,"2,603.0000","7,770.0000",123.0000,"2,735.0000","7,770.0000",123.0000,"2,735.0000","7,770.0000",132.0000,"2,938.0000","7,770.0000",138.0000,"3,065.0000","7,770.0000",147.0000,"3,255.0000","7,770.0000",155.0000,"3,445.0000","7,770.0000",165.0000,"3,658.0000",0.0450,0.0450
56,"7,770.0000",98.0000,"2,212.0000","7,770.0000",108.0000,"2,419.0000","7,770.0000",107.0000,"2,408.0000","7,770.0000",118.0000,"2,657.0000","7,770.0000",125.0000,"2,793.0000","7,770.0000",125.0000,"2,793.0000","7,770.0000",134.0000,"3,000.0000","7,770.0000",140.0000,"3,129.0000","7,770.0000",148.0000,"3,323.0000","7,770.0000",157.0000,"3,517.0000","7,770.0000",167.0000,"3,735.0000",0.0448,0.0448
57,"7,770.0000",101.0000,"2,258.0000","7,770.0000",111.0000,"2,469.0000","7,770.0000",111.0000,"2,458.0000","7,770.0000",122.0000,"2,712.0000","7,770.0000",128.0000,"2,851.0000","7,770.0000",128.0000,"2,851.0000","7,770.0000",138.0000,"3,062.0000","7,770.0000",144.0000,"3,194.0000","7,770.0000",153.0000,"3,392.0000","7,770.0000",162.0000,"3,590.0000","7,770.0000",172.0000,"3,812.0000",0.0449,0.0449
58,"7,770.0000",107.0000,"2,305.0000","7,770.0000",117.0000,"2,520.0000","7,770.0000",117.0000,"2,510.0000","7,770.0000",129.0000,"2,769.0000","7,770.0000",136.0000,"2,910.0000","7,770.0000",136.0000,"2,910.0000","7,770.0000",146.0000,"3,126.0000","7,770.0000",152.0000,"3,261.0000","7,770.0000",161.0000,"3,463.0000","7,770.0000",171.0000,"3,665.0000","7,770.0000",182.0000,"3,892.0000",0.0467,0.0467
59,"7,770.0000",109.0000,"2,354.0000","7,770.0000",119.0000,"2,573.0000","7,770.0000",118.0000,"2,562.0000","7,770.0000",131.0000,"2,827.0000","7,770.0000",137.0000,"2,972.0000","7,770.0000",137.0000,"2,972.0000","7,770.0000",147.0000,"3,192.0000","7,770.0000",154.0000,"3,329.0000","7,770.0000",163.0000,"3,536.0000","7,770.0000",173.0000,"3,742.0000","7,770.0000",184.0000,"3,974.0000",0.0461,0.0461
60,"7,770.0000",111.0000,"2,401.0000","7,770.0000",122.0000,"2,625.0000","7,770.0000",121.0000,"2,614.0000","7,770.0000",134.0000,"2,884.0000","7,770.0000",141.0000,"3,031.0000","7,770.0000",141.0000,"3,031.0000","7,770.0000",151.0000,"3,256.0000","7,770.0000",158.0000,"3,396.0000","7,770.0000",167.0000,"3,607.0000","7,770.0000",177.0000,"3,817.0000","7,770.0000",188.0000,"4,054.0000",0.0465,0.0465
61,"7,770.0000",117.0000,"2,454.0000","7,770.0000",128.0000,"2,682.0000","7,770.0000",127.0000,"2,671.0000","7,770.0000",141.0000,"2,947.0000","7,770.0000",148.0000,"3,097.0000","7,770.0000",148.0000,"3,097.0000","7,770.0000",159.0000,"3,327.0000","7,770.0000",166.0000,"3,470.0000","7,770.0000",176.0000,"3,685.0000","7,770.0000",186.0000,"3,900.0000","7,770.0000",198.0000,"4,142.0000",0.0478,0.0478
62,"7,770.0000",120.0000,"2,507.0000","7,770.0000",131.0000,"2,741.0000","7,770.0000",131.0000,"2,729.0000","7,770.0000",144.0000,"3,011.0000","7,770.0000",152.0000,"3,165.0000","7,770.0000",152.0000,"3,165.0000","7,770.0000",163.0000,"3,399.0000","7,770.0000",170.0000,"3,545.0000","7,770.0000",181.0000,"3,765.0000","7,770.0000",191.0000,"3,985.0000","7,770.0000",203.0000,"4,232.0000",0.0480,0.0480
63,"7,770.0000",124.0000,"2,555.0000","7,770.0000",136.0000,"2,793.0000","7,770.0000",135.0000,"2,781.0000","7,770.0000",149.0000,"3,068.0000","7,770.0000",157.0000,"3,225.0000","7,770.0000",157.0000,"3,225.0000","7,770.0000",169.0000,"3,464.0000","7,770.0000",176.0000,"3,613.0000","7,770.0000",187.0000,"3,837.0000","7,770.0000",198.0000,"4,061.0000","7,770.0000",210.0000,"4,313.0000",0.0487,0.0487
64,"7,770.0000",128.0000,"2,605.0000","7,770.0000",140.0000,"2,848.0000","7,770.0000",140.0000,"2,836.0000","7,770.0000",154.0000,"3,129.0000","7,770.0000",162.0000,"3,289.0000","7,770.0000",162.0000,"3,289.0000","7,770.0000",174.0000,"3,533.0000","7,770.0000",182.0000,"3,685.0000","7,770.0000",193.0000,"3,913.0000","7,770.0000",204.0000,"4,142.0000","7,770.0000",217.0000,"4,398.0000",0.0493,0.0493
65,"7,770.0000",132.0000,"2,659.0000","7,770.0000",145.0000,"2,907.0000","7,770.0000",144.0000,"2,895.0000","7,770.0000",159.0000,"3,194.0000","7,770.0000",167.0000,"3,357.0000","7,770.0000",167.0000,"3,357.0000","7,770.0000",180.0000,"3,606.0000","7,770.0000",187.0000,"3,761.0000","7,770.0000",199.0000,"3,994.0000","7,770.0000",211.0000,"4,227.0000","7,770.0000",224.0000,"4,489.0000",0.0497,0.0497
66,"7,770.0000",133.0000,"2,716.0000","7,770.0000",146.0000,"2,969.0000","7,770.0000",145.0000,"2,957.0000","7,770.0000",160.0000,"3,262.0000","7,770.0000",168.0000,"3,429.0000","7,770.0000",168.0000,"3,429.0000","7,770.0000",181.0000,"3,683.0000","7,770.0000",189.0000,"3,842.0000","7,770.0000",201.0000,"4,080.0000","7,770.0000",212.0000,"4,318.0000","7,770.0000",225.0000,"4,585.0000",0.0490,0.0490
67,"7,770.0000",138.0000,"2,775.0000","7,770.0000",151.0000,"3,034.0000","7,770.0000",151.0000,"3,021.0000","7,770.0000",166.0000,"3,334.0000","7,770.0000",175.0000,"3,504.0000","7,770.0000",175.0000,"3,504.0000","7,770.0000",188.0000,"3,763.0000","7,770.0000",196.0000,"3,925.0000","7,770.0000",208.0000,"4,169.0000","7,770.0000",220.0000,"4,412.0000","7,770.0000",234.0000,"4,685.0000",0.0499,0.0499
68,"7,770.0000",142.0000,"2,829.0000","7,770.0000",156.0000,"3,093.0000","7,770.0000",155.0000,"3,080.0000","7,770.0000",171.0000,"3,398.0000","7,770.0000",180.0000,"3,572.0000","7,770.0000",180.0000,"3,572.0000","7,770.0000",193.0000,"3,836.0000","7,770.0000",202.0000,"4,002.0000","7,770.0000",214.0000,"4,250.0000","7,770.0000",227.0000,"4,498.0000","7,770.0000",241.0000,"4,776.0000",0.0504,0.0504
69,"7,770.0000",147.0000,"2,889.0000","7,770.0000",161.0000,"3,159.0000","7,770.0000",160.0000,"3,145.0000","7,770.0000",177.0000,"3,471.0000","7,770.0000",186.0000,"3,648.0000","7,770.0000",186.0000,"3,648.0000","7,770.0000",200.0000,"3,918.0000","7,770.0000",208.0000,"4,087.0000","7,770.0000",221.0000,"4,340.0000","7,770.0000",234.0000,"4,593.0000","7,770.0000",249.0000,"4,878.0000",0.0510,0.0510
70,"7,770.0000",152.0000,"2,949.0000","7,770.0000",166.0000,"3,224.0000","7,770.0000",165.0000,"3,210.0000","7,770.0000",182.0000,"3,542.0000","7,770.0000",192.0000,"3,723.0000","7,770.0000",192.0000,"3,723.0000","7,770.0000",206.0000,"3,999.0000","7,770.0000",215.0000,"4,171.0000","7,770.0000",228.0000,"4,430.0000","7,770.0000",241.0000,"4,688.0000","7,770.0000",256.0000,"4,979.0000",0.0516,0.0516
71,"7,770.0000",155.0000,"3,007.0000","7,770.0000",170.0000,"3,288.0000","7,770.0000",169.0000,"3,274.0000","7,770.0000",187.0000,"3,612.0000","7,770.0000",196.0000,"3,797.0000","7,770.0000",196.0000,"3,797.0000","7,770.0000",211.0000,"4,078.0000","7,770.0000",220.0000,"4,254.0000","7,770.0000",234.0000,"4,517.0000","7,770.0000",247.0000,"4,781.0000","7,770.0000",263.0000,"5,077.0000",0.0516,0.0516
72,"7,770.0000",158.0000,"3,069.0000","7,770.0000",173.0000,"3,356.0000","7,770.0000",172.0000,"3,341.0000","7,770.0000",190.0000,"3,687.0000","7,770.0000",200.0000,"3,875.0000","7,770.0000",200.0000,"3,875.0000","7,770.0000",215.0000,"4,162.0000","7,770.0000",224.0000,"4,341.0000","7,770.0000",238.0000,"4,610.0000","7,770.0000",252.0000,"4,879.0000","7,770.0000",267.0000,"5,182.0000",0.0516,0.0516
73,"7,770.0000",163.0000,"3,127.0000","7,770.0000",178.0000,"3,418.0000","7,770.0000",178.0000,"3,403.0000","7,770.0000",196.0000,"3,756.0000","7,770.0000",206.0000,"3,947.0000","7,770.0000",206.0000,"3,947.0000","7,770.0000",221.0000,"4,239.0000","7,770.0000",231.0000,"4,422.0000","7,770.0000",245.0000,"4,696.0000","7,770.0000",260.0000,"4,970.0000","7,770.0000",276.0000,"5,278.0000",0.0522,0.0522
74,"7,770.0000",167.0000,"3,188.0000","7,770.0000",183.0000,"3,485.0000","7,770.0000",182.0000,"3,470.0000","7,770.0000",201.0000,"3,829.0000","7,770.0000",211.0000,"4,024.0000","7,770.0000",211.0000,"4,024.0000","7,770.0000",227.0000,"4,322.0000","7,770.0000",237.0000,"4,509.0000","7,770.0000",251.0000,"4,788.0000","7,770.0000",266.0000,"5,067.0000","7,770.0000",282.0000,"5,382.0000",0.0524,0.0524
